domain,city,state,type,org,status,bid_url,platform,checked_date
castlemo.gov,O'Fallon,MO,Special district,Center for Advanced Skills Training in Law Enforcement,not_found,,,2026-08-11
gnparksny.gov,Great Neck,NY,Special district,Great Neck Park District,found,https://gnparksny.gov/Bids.aspx,civicplus,2026-08-11
centralpinesnc.gov,Durham,NC,Special district,Central Pines Regional Council,found,https://centralpinesnc.gov/requests-proposalsqualifications,custom,2026-08-11
essexregionalnj.gov,Livingston,NJ,Special district,Essex Regional Health Commission,not_found,,,2026-08-11
bethlehemnhlibrary.gov,Bethlehem,NH,Special district,Bethlehem Public Library,not_found,,,2026-08-11
battlefieldfire.gov,Battlefield,MO,Special district,Battlefield Fire Protection District,found,https://battlefieldfire.gov/current-rfps/,agency,2026-08-11
glotwpnjfd1.gov,Glendora,NJ,Special district,Gloucester township fire district no 1,not_found,,,2026-08-11
capefearcog.gov,Wilmington,NC,Special district,Cape Fear Council of Governments,found,https://capefearcog.gov/rfp,agency,2026-08-11
njmeadowlands.gov,Lyndhurst,NJ,Special district,New Jersey Sports and Exposition Authority,not_found,,,2026-08-11
ccdohnj.gov,Millville,NJ,Special district,Cumberland County Department of Health,not_found,,,2026-08-11
saratogaswcdny.gov,Ballston Spa,NY,Special district,Saratoga County Soil and Water Conservation District,not_found,,,2026-08-11
lindenlibrary-nj.gov,Linden,NJ,Special district,Linden Free Public Library,found,https://lindenlibrary-nj.gov/rfp,agency,2026-08-11
averillparkfiredistrict.gov,Averill Park,NY,Special district,Averill Park Sand Lake Fire District,not_found,,,2026-08-11
casscoroadmi.gov,Cassopolis,MI,Special district,Cass County Road Commission,not_found,,,2026-08-11
chemungfire.gov,Chemung,NY,Special district,Town of Chemung Fire District #1,not_found,,,2026-08-11
senhhazmat.gov,Windham,NH,Special district,Southeastern New Hampshire Hazardous Materials Mutual Aid District,not_found,,,2026-08-11
southbrunswickfire.gov,Kingston,NJ,Special district,"South Brunswick Township Fire District 1, 2, and 3",not_found,,,2026-08-11
owascofire.gov,Auburn,NY,Special district,Owasco Fire District,not_found,,,2026-08-11
caddoparish911.gov,Shreveport,LA,Special district,Caddo Parish Communications District Number One,not_found,,,2026-08-11
resourcecoop-mn.gov,Sartell,MN,Special district,Resource Training and Solutions,found,https://resourcecoop-mn.gov/cooperative-purchasing,agency,2026-08-11
straffordrpcnh.gov,Rochester,NH,Special district,Strafford Regional Planning Commission,not_found,,,2026-08-11
pprfd.gov,Plains,MT,Special district,Plains-Paradise Rural Fire District,not_found,,,2026-08-11
nystrs.gov,Albany,NY,Special district,New York State Teachers' Retirement System,not_found,,,2026-08-11
ncbon.gov,Raleigh,NC,Special district,North Carolina Board of Nursing,not_found,,,2026-08-11
ccuanj.gov,Bridgeton,NJ,Special district,Cumberland County Utilities Authority,not_found,,,2026-08-11
claytonfireny.gov,Clayton,NY,Special district,Clayton Fire District,not_found,,,2026-08-11
trwranj.gov,Monmouth Beach,NJ,Special district,Two Rivers Water Reclamation Authority,found,https://trwranj.gov/bids,agency,2026-08-11
brookhavenfdny.gov,Brookhaven,NY,Special district,Brookhaven Fire District,not_found,,,2026-08-11
hudsonregional.gov,Secaucus,NJ,Special district,Hudson Regional Health Commission,not_found,,,2026-08-11
gloucestercountyhousingnj.gov,Deptford,NJ,Special district,Housing Authority of Gloucester County,found,https://gloucestercountyhousingnj.gov/Purchasing/tabid/5386/Default.aspx,agency,2026-08-11
coronadoswcdnm.gov,Bernalillo,NM,Special district,Coronado Soil and Water Conservation District,not_found,,,2026-08-11
portchesternyida.gov,Port Chester,NY,Special district,Port Chester NY Industrial Development Agency,found,https://portchesternyida.gov/Bids.aspx,civicplus,2026-08-11
goshennyfd.gov,Goshen,NY,Special district,Goshen Fire District,not_found,,,2026-08-11
holtsvillefiredistrict.gov,Holtsville,NY,Special district,Holtsville Fire District,not_found,,,2026-08-11
eastclintonfd.gov,Clinton Corners,NY,Special district,East Clinton Fire District,not_found,,,2026-08-11
hamptonbaysfd.gov,Hampton Bays,NY,Special district,Hampton Bays Fire District,not_found,,,2026-08-11
digitaltowpathny.gov,Barneveld,NY,Special district,Digital Towpath Cooperative,not_found,,,2026-08-11
wiltonfdny.gov,Gansevoort,NY,Special district,Wilton Fire District,not_found,,,2026-08-11
manhassetlakevillewater.gov,Great Neck,NY,Special district,Manhasset-Lakeville Water District,not_found,,,2026-08-11
albionjointfdny.gov,Albion,NY,Special district,Albion Joint Fire District,found,https://albionjointfdny.gov/public-notices-legal-notices-hearing-notices/,custom,2026-08-11
lawrencecountymo911.gov,Mt. Vernon,MO,Special district,Lawrence County Emergency Services Board 9-1-1,not_found,,,2026-08-11
westvalleyfiremt.gov,Helena,MT,Special district,West Valley Fire Rescue,not_found,,,2026-08-11
rhanc.gov,Raleigh,NC,Special district,Raleigh Housing Authority,found,https://rhanc.gov/rfp,agency,2026-08-11
communitypowernh.gov,Concord,NH,Special district,Community Power Coalition of New Hampshire (CPCNH),not_found,,,2026-08-11
hamiltonmtruralfire.gov,"Hamilton,",MT,Special district,Hamilton Rural Fire District,not_found,,,2026-08-11
greenportfiredistrictny.gov,hudson,NY,Special district,Greenport Fire District,not_found,,,2026-08-11
adairguthrieia-ema.gov,Guthrie Center,IA,Special district,Adair & Guthrie County Emergency Management Agency,not_found,,,2026-08-11
riegelwoodsanitary.gov,Riegelwood,NC,Special district,Riegelwood Sanitary District,not_found,,,2026-08-11
lancasternyida.gov,Lancaster,NY,Special district,Lancaster industrial development agency,not_found,,,2026-08-11
eastbloomfieldfiredistrictny.gov,East Bloomfield,NY,Special district,East Bloomfield Fire District,not_found,,,2026-08-11
franklincoswcdny.gov,Malone,NY,Special district,Franklin County Soil and Water Conservation District,not_found,,,2026-08-11
bottineauambulance.gov,Bottineau,ND,Special district,Bottineau Ambulance Service District,not_found,,,2026-08-11
fonda-fultonvillewastewater.gov,Fonda,NY,Special district,Fonda-Fultonville Wastewater Treatment Facility,not_found,,,2026-08-11
cutchoguenewsuffolkparksny.gov,Cutchogue,NY,Special district,Cutchogue New Suffolk Park District,not_found,,,2026-08-11
glsdma.gov,North Andover,MA,Special district,Greater Lawrence Sanitary District,not_found,,,2026-08-11
deerparkfdny.gov,Deer Park,NY,Special district,Deer Park Fire District,not_found,,,2026-08-11
centerportfdny.gov,Centerport,NY,Special district,Centerport Fire District,not_found,,,2026-08-11
laurensfiredistrictny.gov,Laurens,NY,Special district,Laurens Fire District,not_found,,,2026-08-11
obwdny.gov,Oyster Bay,NY,Special district,OYSTER BAY WATER DISTRICT,not_found,,,2026-08-11
mellenvillefireny.gov,Mellenville,NY,Special district,Mellenville Fire District,not_found,,,2026-08-11
wanorthshoreny.gov,Glen Head,NY,Special district,Water Authority of North Shore,not_found,,,2026-08-11
lbwpnh.gov,Intervale,NH,Special district,Lower Bartlett Water Precinct,not_found,,,2026-08-11
brewertonfiredistrict.gov,Brewerton,NY,Special district,Brewerton Fire District,not_found,,,2026-08-11
dixhillsfd.gov,Dix Hills,NY,Special district,Dix Hills Fire District,not_found,,,2026-08-11
patchoguefd.gov,Patchogue,NY,Special district,Patchogue Fire District,not_found,,,2026-08-11
taosswcd-nm.gov,Taos,NM,Special district,Taos Soil and Water Conservation District,not_found,,,2026-08-11
commackfd.gov,Commack,NY,Special district,Commack Fire District,not_found,,,2026-08-11
njcsit.gov,Trenton,NJ,Special district,"New Jersey Commission on Science, Innovation and Technology",not_found,,,2026-08-11
brightonfdny.gov,Rochester,NY,Special district,Brighton Fire District,not_found,,,2026-08-11
halesitefd.gov,Huntington,NY,Special district,Halesite Fire District,not_found,,,2026-08-11
plumstedmuanj.gov,New Egypt,NJ,Special district,Plumsted Municipal Utilities Authority,found,https://plumstedmuanj.gov/procurement/,agency,2026-08-11
manhassetparkdistrictny.gov,Manhasset,NY,Special district,Manhasset Park District,not_found,,,2026-08-11
camdenpwsd4.gov,Lake Ozark,MO,Special district,"Public Water Supply District No. 4 of Camden County, MIssouri",not_found,,,2026-08-11
livingstoncountynyswcd.gov,Geneseo,NY,Special district,Livingston County SWCD,not_found,,,2026-08-11
nmrecc-ma.gov,Tewksbury,MA,Special district,Northern Middlesex Regional Emergency Communications Center,not_found,,,2026-08-11
riverheadfd.gov,Riverhead,NY,Special district,Riverhead Fire District,not_found,,,2026-08-11
coldspringharborfd.gov,Cold Spring Harbor,NY,Special district,Cold Spring Harbor Fire District,not_found,,,2026-08-11
orangelakefiredistrict.gov,Newburgh,NY,Special district,Orange Lake Fire District,not_found,,,2026-08-11
bedfordhillsfiredistrict.gov,Bedford Hills,NY,Special district,Bedford Hills Fire District,not_found,,,2026-08-11
melrosefireny.gov,Melrose NY,NY,Special district,Melrose Fire District,not_found,,,2026-08-11
visionzerocfl.gov,Orlando,FL,Special district,MetroPlan Orlando,not_found,,,2026-08-11
stjamesfiredistrictny.gov,Saint James,NY,Special district,Saint James Fire District,not_found,,,2026-08-11
murrayjointfiredistrict.gov,Holley,NY,Special district,Murray Joint Fire District,not_found,,,2026-08-11
midohiowsd.gov,London,OH,Special district,Mid-Ohio Water and Sewer District,found,https://midohiowsd.gov/Bids.aspx,civicplus,2026-08-11
crotonfallsfiredistrict.gov,Croton Falls,NY,Special district,Croton Falls Fire District,not_found,,,2026-08-11
egvilparks.gov,Elk Grove Village,IL,Special district,Elk Grove Park District,not_found,,,2026-08-11
montgomeryfiredistrictny.gov,Montgomery,NY,Special district,Montgomery Fire District,not_found,,,2026-08-11
greenlawnfd.gov,Greenlawn,NY,Special district,Greenlawn Fire District,not_found,,,2026-08-11
northbannockfire.gov,Chubbuck,ID,Special district,North Bannock Fire District,not_found,,,2026-08-11
erha-nm.gov,Roswell,NM,Special district,Eastern Regional Housing Authority,not_found,,,2026-08-11
akronhousing.gov,Akron,OH,Special district,Akron Metropolitan Housing Authority,not_found,,,2026-08-11
ransomvillefiredistrict.gov,Ransomville,NY,Special district,Ransomville Fire District,not_found,,,2026-08-11
valenciaswcd-nm.gov,Belen,NM,Special district,Valencia Soil and Water Conservation District,not_found,,,2026-08-11
mahoningcolumbianatrainingoh.gov,Boardman,OH,Special district,Mahoning and Columbiana Training Association,not_found,,,2026-08-11
sheridanparkfd4.gov,Tonawanda,NY,Special district,Sheridan Park Fire District #4,not_found,,,2026-08-11
cmadamhoh.gov,Marion,OH,Special district,"Crawford Marion Board of Alcohol, Drug Addiction, and Mental Health",found,https://cmadamhoh.gov/Bids.aspx,civicplus,2026-08-11
neonetoh.gov,Cuyahoga Falls,OH,Special district,NEOnet,not_found,,,2026-08-11
eastbrentwoodfd.gov,Brentwood,NY,Special district,East Brentwood Fire District,not_found,,,2026-08-11
northgreecefd.gov,Rochester,NY,Special district,North Greece Fire District,not_found,,,2026-08-11
southfallsburgfiredistrict.gov,South Fallsburg,NY,Special district,South Fallsburg Fire District,not_found,,,2026-08-11
rooseveltfiredcny.gov,Hyde Park,NY,Special district,Roosevelt Fire District,not_found,,,2026-08-11
smhaohio.gov,Springfield,OH,Special district,Springfield Metropolitan Housing Authority,found,https://smhaohio.gov/Bids.aspx,civicplus,2026-08-11
ritaohio.gov,Brecksville,OH,Special district,Regional Income Tax Agency,not_found,,,2026-08-11
brunersburgwater.gov,Defiance,OH,Special district,Brunersburg Water District,not_found,,,2026-08-11
vistafiredistrictny.gov,SOUTH SALEM,NY,Special district,VISTA FIRE DISTRICT #1,not_found,,,2026-08-11
gatesfiredistrictny.gov,Rochester,NY,Special district,Gates Fire District,not_found,,,2026-08-11
ontariocountyswcd.gov,Canandaigua,NY,Special district,Ontario County Soil & Water Conservation District,not_found,,,2026-08-11
clevelandmetroparks.gov,Cleveland,OH,Special district,Board of Park Commissioners of the Cleveland Metropolitan Park District,not_found,,,2026-08-11
southernperrywateroh.gov,CROOKSVILLE,OH,Special district,Southern Perry County Water District,not_found,,,2026-08-11
acfd6ny.gov,West Falls,NY,Special district,Aurora Colden Fire District No. 6,not_found,,,2026-08-11
orchardparkfiredistrict.gov,Orchard Park,NY,Special district,Orchard Park Fire District,not_found,,,2026-08-11
denniswaterdistrict.gov,South Dennis,MA,Special district,Dennis Water District,not_found,,,2026-08-11
bridgeportfdny.gov,Seneca Falls,NY,Special district,Bridgeport Fire District,not_found,,,2026-08-11
mrrsanj.gov,Farmingdale,NJ,Special district,Manasquan River Regional Sewerage Authority,found,https://mrrsanj.gov/procurement/,agency,2026-08-11
bethpagefd.gov,Bethpage,NY,Special district,Bethpage Fire District,not_found,,,2026-08-11
frwmb.gov,Ronan,MT,Special district,Flathead Reservation Water Management Board,not_found,,,2026-08-11
henriettafiredistrictny.gov,West Henrietta,NY,Special district,Henrietta Fire District,not_found,,,2026-08-11
orienteastmarionparks.gov,East Marion,NY,Special district,Orient-East Marion Park District,not_found,,,2026-08-11
scscogoh.gov,North Canton,OH,Special district,Stark County Schools Council of Governments,not_found,,,2026-08-11
penfieldfd.gov,Penfield,NY,Special district,Penfield Fire District,not_found,,,2026-08-11
wadingriverfdny.gov,WADING RIVER,NY,Special district,Wading River Fire District,not_found,,,2026-08-11
vayahealth.gov,Asheville,NC,Special district,Vaya Health,not_found,,,2026-08-11
stpaulfireny.gov,Rochester,NY,Special district,St Paul Boulevard Fire District,not_found,,,2026-08-11
nffiredistrictoh.gov,Newton Falls,OH,Special district,NF Joint Fire District,not_found,,,2026-08-11
seboh.gov,Parma,OH,Special district,SEB,not_found,,,2026-08-11
valleyenforcementoh.gov,Orange,OH,Special district,Valley Enforcement Reg Council of Governments,not_found,,,2026-08-11
communityemsdistrictohio.gov,Garrettsville,OH,Special district,Community EMS District,not_found,,,2026-08-11
clermonthealthohio.gov,Batavia,OH,Special district,Clermont County General Health District,not_found,,,2026-08-11
sopec-oh.gov,Athens,OH,Special district,Southeast Ohio Public Energy Council,found,https://sopec-oh.gov/bids,agency,2026-08-11
sparccoh.gov,North Canton,OH,Special district,Stark County Schools Council/Stark Portage Area Computer Consortium,not_found,,,2026-08-11
omeresa.gov,Steubenville,OH,Special district,OME-RESA,not_found,,,2026-08-11
southsummitdispatchoh.gov,North Canton,OH,Special district,South Summit Dispatch Center,not_found,,,2026-08-11
trivalleyfiredistrictoh.gov,Zanesfield,OH,Special district,Tri-Valley Fire District,not_found,,,2026-08-11
taghkanicfiredistrict.gov,TAGHKANIC,NY,Special district,Taghkanic Fire District,not_found,,,2026-08-11
tillmancountyems.gov,Frederick,OK,Special district,Tillman County Emergency Medical Services District,not_found,,,2026-08-11
jerichofdny.gov,Jericho,NY,Special district,Jericho Fire District,not_found,,,2026-08-11
cronomerfire.gov,Newburgh,NY,Special district,Cronomer Valley Fire District,not_found,,,2026-08-11
lebanonfireoregon.gov,Lebanon,OR,Special district,Lebanon Fire Department,found,https://lebanonfireoregon.gov/Bids.aspx,civicplus,2026-08-11
nypa.gov,White Plains,NY,Special district,New York Power Authority,found,https://nypa.gov/Procurement,agency,2026-08-11
oklahomaced3.gov,Hugo,OK,Special district,Circuit Engineering District 3,not_found,,,2026-08-11
thprd.gov,Beaverton,OR,Special district,Tualatin Hills Park & Recreation District,not_found,,,2026-08-11
mvecaohio.gov,Yellow Springs,OH,Special district,Miami Valley Educational Computer Association,not_found,,,2026-08-11
mattituckparks.gov,Mattituck,NY,Special district,Mattituck Park District,not_found,,,2026-08-11
northmassapequafd.gov,Seaford,NY,Special district,North Massapequa Fire District,not_found,,,2026-08-11
germantowncemeteryoh.gov,Germantown,OH,Special district,Germantown Union Cemetery,not_found,,,2026-08-11
clintonghohjedz.gov,Grandview Heights,OH,Special district,Clinton - Grandview Heights Joint Economic Development Zone,not_found,,,2026-08-11
nwojdcoh.gov,Stryker,OH,Special district,"Northwest Ohio Juvenile Detention, Training and Rehabilitation Center",not_found,,,2026-08-11
carltonfiredistrict.gov,Carlton,OR,Special district,Carlton Fire District,not_found,,,2026-08-11
sani2tohny.gov,Baldwin,NY,Special district,Town of Hempstead Sanitary District No. 2,found,https://sani2tohny.gov/document/229441,custom,2026-08-11
waldenfdny.gov,Walden,NY,Special district,Walden Fire District,not_found,,,2026-08-11
galliacohealth.gov,Gallipolis,OH,Special district,Gallia County General Health District,not_found,,,2026-08-11
garysanitary.gov,Gary,IN,Special district,Gary Sanitary District,not_found,,,2026-08-11
chiloquinfire.gov,Chiloquin,OR,Special district,Chiloquin Fire & Rescue,not_found,,,2026-08-11
multcofire10.gov,Gresham,OR,Special district,Multnomah County Rural Fire Protection District #10,not_found,,,2026-08-11
emsaok.gov,Tulsa,OK,Special district,Emergency Medical Services Authority,not_found,,,2026-08-11
lyonsfiredistrictny.gov,Lyons,NY,Special district,Lyons Fire District,not_found,,,2026-08-11
35thdistrictcourtmi.gov,Plymouth,MI,Special district,35th District Court,not_found,,,2026-08-11
townofmamaroneckfd.gov,Larchmont,NY,Special district,Town of Mamaroneck Fire Department,not_found,,,2026-08-11
albanysheriffny.gov,Albany,NY,Special district,Albany County Sheriff's Office,not_found,,,2026-08-11
illinoisvalleyswcd.gov,Cave Junction,OR,Special district,Illinois Valley Soil and Water Conservation District,not_found,,,2026-08-11
ecso911or.gov,Central Point,OR,Special district,Emergency Communications of Southern Oregon,not_found,,,2026-08-11
grantcounty911or.gov,JOHN DAY,OR,Special district,Grant County Emergency Communications Agency,not_found,,,2026-08-11
hicksvillefdny.gov,Hicksville,NY,Special district,Hicksville Fire District,not_found,,,2026-08-11
masticfd.gov,Mastic,NY,Special district,Mastic Fire District,not_found,,,2026-08-11
911lucascountyoh.gov,Toledo,OH,Special district,Lucas County 911 Regional Council of Governments,not_found,,,2026-08-11
zanesvillehousingoh.gov,Zanesville,OH,Special district,Zanesville Metropolitan Housing Authority,not_found,,,2026-08-11
hartsdalefire.gov,Hartsdale,NY,Special district,Hartsdale Fire District,found,https://hartsdalefire.gov/bidding-opportunities,agency,2026-08-11
salishansanitaryor.gov,Gleneden Beach,OR,Special district,Salishan Sanitary District,not_found,,,2026-08-11
melvillefdny.gov,Melville,NY,Special district,Melville Fire District,not_found,,,2026-08-11
clarkhealthohio.gov,Springfield,OH,Special district,Clark County Combined Health District,not_found,,,2026-08-11
loganhealthohio.gov,Bellefontaine,OH,Special district,Logan County Health District,not_found,,,2026-08-11
lakegrovewateroregon.gov,lake oswego,OR,Special district,Lake Grove Water District,not_found,,,2026-08-11
sayvillefd.gov,Sayville,NY,Special district,Sayville Fire District,not_found,,,2026-08-11
canbyutilityor.gov,Canby,OR,Special district,Canby Utility,found,https://canbyutilityor.gov/rfp,agency,2026-08-11
wtwpdublinoh.gov,Dublin,OH,Special district,Washington Township,not_found,,,2026-08-11
sunrisewateror.gov,Happy Valley,OR,Special district,Sunrise Water Authority,not_found,,,2026-08-11
ucfd1oregon.gov,Hermiston,OR,Special district,Umatilla County Fire District number 1,not_found,,,2026-08-11
townofwatertownfire-ny.gov,Watertown,NY,Special district,Town of Watertown Fire District,not_found,,,2026-08-11
umoregonradio.gov,Pendleton,OR,Special district,Umatilla Morrow Radio & Data District,not_found,,,2026-08-11
midroguefd.gov,Grants Pass,OR,Special district,Mid Rogue Fire District,not_found,,,2026-08-11
tworiversswcd.gov,Grants Pass,OR,Special district,Two Rivers Soil and Water Conservation District,not_found,,,2026-08-11
frontier911or.gov,Condon,OR,Special district,Frontier Regional 911,not_found,,,2026-08-11
maccor.gov,Beaverton,OR,Special district,Metropolitan Area Communications Commission,not_found,,,2026-08-11
cooperativecogohio.gov,Cleveland,OH,Special district,"The Cooperative Council of Governments, Inc.",found,https://cooperativecogohio.gov/contracts-and-solicitations/,agency,2026-08-11
hrwsba.gov,Hood River,OR,Special district,Hood River White Salmon Bridge Authority,not_found,,,2026-08-11
westburyfdny.gov,Westbury,NY,Special district,Westbury Fire Department,not_found,,,2026-08-11
lakewoodcourtoh.gov,Lakewood,OH,Special district,Lakewood Municipal Court,not_found,,,2026-08-11
copplecrownnh.gov,New Durham,NH,Special district,Copple Crown Village District,not_found,,,2026-08-11
westshorebureauoh.gov,Bay Village,OH,Special district,Westshore Enforcement Bureau,not_found,,,2026-08-11
tcwsa-or.gov,Myrtle Creek,OR,Special district,Tri City Water And Sanitary Authority,not_found,,,2026-08-11
northcastlesouthfd1.gov,White Plains,NY,Special district,North Castle South Fire District #1,not_found,,,2026-08-11
gfnjfd.gov,Garrettsville,OH,Special district,Garrettsville Freedom Nelson Joint Fire District,not_found,,,2026-08-11
portofnehalem.gov,Nehalem,OR,Special district,Port of Nehalem,not_found,,,2026-08-11
flyoth.gov,North Bend,OR,Special district,Coos County Airport District,not_found,,,2026-08-11
rdmfire-or.gov,Redmond,OR,Special district,Redmond Fire & Rescue,not_found,,,2026-08-11
mcminnvillefiredistrict.gov,McMinnville,OR,Special district,McMinnville Fire District,not_found,,,2026-08-11
loraincountyrecorder.gov,Elyria,OH,Special district,Lorain County Recorder's Office,not_found,,,2026-08-11
stl-taxi.gov,St Louis,MO,Special district,St. Louis Metropolitan Taxicab Commission,not_found,,,2026-08-11
malheurcountyswcd.gov,Ontario,OR,Special district,Malheur County Soil and Water Conservation District,not_found,,,2026-08-11
tvfr.gov,Tigard,OR,Special district,Tualatin Valley Fire & Rescue,not_found,,,2026-08-11
lickingregionalwater.gov,Etna,OH,Special district,Licking Regional Water District,not_found,,,2026-08-11
unionhealthdistrictclatsop.gov,Seaside,OR,Special district,Union Health District of Clatsop County,not_found,,,2026-08-11
orcw.gov,Albany,OR,Special district,Oregon Cascades West Council of Governments,not_found,,,2026-08-11
echofireoregon.gov,Echo,OR,Special district,Echo Rural Fire Protection District,not_found,,,2026-08-11
tillamookbus.gov,Tillamook,OR,Special district,Tillamook County Transportation District,not_found,,,2026-08-11
triadncwater.gov,Randleman,NC,Special district,Piedmont Triad Regional Water Authority,not_found,,,2026-08-11
vernoniafire.gov,Vernonia,OR,Special district,Vernonia Rural Fire Protection District,not_found,,,2026-08-11
yamhillfiredistrict.gov,Yamhill,OR,Special district,Yamhill Fire District,not_found,,,2026-08-11
ksjwapa.gov,Adrian,PA,Special district,Kittanning Suburban Joint Water Authority,not_found,,,2026-08-11
umatillahospitaldistrict-or.gov,Umatilla,OR,Special district,Umatilla Hospital District,not_found,,,2026-08-11
marysvilleboroughstormwater.gov,"Marysville,",PA,Special district,Marysville Borough Stormwater Authority,not_found,,,2026-08-11
westhillspolicepa.gov,Johnstown,PA,Special district,West Hills Regional Police Department,not_found,,,2026-08-11
omngc.gov,Edmond,OK,Special district,Oklahoma Municipal Natural Gas Coalition,not_found,,,2026-08-11
spwawater.gov,Jefferson,PA,Special district,Southwestern PA Water Authority,not_found,,,2026-08-11
jcfd3or.gov,White City,OR,Special district,Jackson County Fire District 3,not_found,,,2026-08-11
ufswqd.gov,Portland,OR,Special district,Urban Flood Safety and Water Quality District,not_found,,,2026-08-11
lcfwasa.gov,Leland,NC,Special district,Lower Cape Fear Water and Sewer Authority,not_found,,,2026-08-11
boardmanorprd.gov,Boardman,OR,Special district,Boardman Park and Recreation District,not_found,,,2026-08-11
urbanfloodsafetyor.gov,Portland,OR,Special district,Urban Flood Safety and Water Quality District,not_found,,,2026-08-11
hochatownfire.gov,Broken Bow,OK,Special district,Hochatown Volunteer Fire Department,not_found,,,2026-08-11
lrapa-or.gov,Springfield,OR,Special district,Lane Regional Air Protection Agency,not_found,,,2026-08-11
omag.gov,Edmond,OK,Special district,Oklahoma Municipal Assurance Group,not_found,,,2026-08-11
mcedd.gov,The Dalles,OR,Special district,Mid Columbia Economic Development District,not_found,,,2026-08-11
clatskanieparksandrecreation.gov,Clatskanie,OR,Special district,Clatskanie Parks and Recreation,not_found,,,2026-08-11
lcog-or.gov,Eugene,OR,Special district,Lane Council of Governments,not_found,,,2026-08-11
swpolkfdor.gov,Dallas,OR,Special district,Southwestern Polk County Rural Fire Protection District 3,not_found,,,2026-08-11
sweethomefireor.gov,SWEET HOME,OR,Special district,SWEET HOME FIRE  AMBULANCE DISTRICT,not_found,,,2026-08-11
sfwbor.gov,Oregon City,OR,Special district,South Fork Water Board,not_found,,,2026-08-11
thomascreekwestsiderfpd.gov,Lakeview,OR,Special district,Thomas Creek Westside Rural Fire Protection District,not_found,,,2026-08-11
paregion13.gov,Coraopolis,PA,Special district,Region 13 Southwestern PA Emergency Response Group,not_found,,,2026-08-11
charlestownrifd.gov,Charlestown,RI,Special district,Charlestown Fire District,not_found,,,2026-08-11
centraloregoncoastfire.gov,Waldport,OR,Special district,Central Oregon Coast Fire and Rescue,not_found,,,2026-08-11
keizerfire.gov,Keizer,OR,Special district,Keizer Rural Fire Protection District,not_found,,,2026-08-11
delawarehealthohio.gov,Delaware,OH,Special district,Delaware Public Health District,not_found,,,2026-08-11
northfayettetransportationpa.gov,Oakdale,PA,Special district,North Fayette Transportation and Business Improvement Authority,not_found,,,2026-08-11
halifaxwatersewerpa.gov,Halifax,PA,Special district,Halifax Area Water & Sewer Authority,not_found,,,2026-08-11
blackbuttepolice.gov,Black Butte,OR,Special district,Black Butte Ranch Service District,not_found,,,2026-08-11
sctfpa.gov,Steelton,PA,Special district,South Central Task Force,not_found,,,2026-08-11
bbrfire-or.gov,Black Butte Ranch,OR,Special district,Black Butte Ranch Rural Fire Protection District,not_found,,,2026-08-11
westsidepdpa.gov,Larksville,PA,Special district,West Side Regional Police Department,not_found,,,2026-08-11
gilliamswcd.gov,Condon,OR,Special district,Gilliam County Soil and Water Conservation District,not_found,,,2026-08-11
bvrpd-pa.gov,Conway,PA,Special district,Beaver Valley Regional Police Department,not_found,,,2026-08-11
clackamasriverwater.gov,Clackamas,OR,Special district,Clackamas River Water,not_found,,,2026-08-11
talentid-or.gov,Talent,OR,Special district,Talent Irrigation District,not_found,,,2026-08-11
cpws.gov,Columbia,TN,Special district,Columbia Power and Water Systems,not_found,,,2026-08-11
polkfireor.gov,Independence,OR,Special district,Polk County Fire District NO.1,not_found,,,2026-08-11
portofcascadelocks.gov,Cascade Locks,OR,Special district,Port of Cascade Locks,not_found,,,2026-08-11
housinglincolncountyor.gov,Newport,OR,Special district,Housing Authority of Lincoln County,not_found,,,2026-08-11
nbwaor.gov,Nehalem,OR,Special district,Nehalem Bay Wastewater Agency,not_found,,,2026-08-11
paconstablelowerburrell4.gov,Lower Burrell,PA,Special district,Pennsylvania State Constable Office Lower Burrell Fourth Precinct,not_found,,,2026-08-11
gmdsc.gov,Greenwood,SC,Special district,Greenwood Metropolitan District,not_found,,,2026-08-11
chattairport.gov,chattanooga,TN,Special district,Chattanooga  Metropolitan Airport Authority,not_found,,,2026-08-11
mckenziefireor.gov,Leaburg,OR,Special district,McKenzie Fire & Rescue,not_found,,,2026-08-11
dmra.gov,Mountain City,TN,Special district,Doe Mountain Recreation Authority,found,https://dmra.gov/bids,agency,2026-08-11
klamathswcd.gov,Klamath Falls,OR,Special district,Klamath Soil & Water Conservation District,not_found,,,2026-08-11
kingsbridgemudtx.gov,Houston,TX,Special district,Kingsbridge MUD,found,https://kingsbridgemudtx.gov/Bids.aspx,civicplus,2026-08-11
carrollcotne911.gov,Huntingdon,TN,Special district,Carroll County Emergency Communications District,not_found,,,2026-08-11
scappoosefire.gov,Scappoose,OR,Special district,Scappoose Rural Fire District,not_found,,,2026-08-11
northunitidor.gov,MADRAS,OR,Special district,North Unit Irrigation District,not_found,,,2026-08-11
loudontn911.gov,Loudon,TN,Special district,Loudon County Emergency Communications District,not_found,,,2026-08-11
burnetcotxesd2.gov,Burnet,TX,Special district,Burnet County Emergency Services District No. 2,not_found,,,2026-08-11
ycom911.gov,McMinnville,OR,Special district,Yamhill Communications Agency,not_found,,,2026-08-11
friscowestwcidtx.gov,Little Elm,TX,Special district,Frisco West Water Control & Improvement District,found,https://friscowestwcidtx.gov/Bids.aspx,civicplus,2026-08-11
drakescrossingfire.gov,Silverton,OR,Special district,Drakes Crossing Rural Fire Protection District,not_found,,,2026-08-11
